Age,Is_Senior,Marital_Status,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Safe_Driver_Discount,Multi_Policy_Discount,Bundling_Discount,Total_Discounts,Source_of_Lead,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Credit_Score,Premium_Adjustment_Credit,Region,Premium_Adjustment_Region
49,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2336,0,0,0,0,Referral,30,1,10,2,1,5,691.5223812953851,50,Suburban,50
41,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,14,1,2,4,3,9,647.1744564561319,50,Rural,0
38,0,Married,86,<1 year,100,1,Low,50,Liability-Only,-200,2236,0,0,0,0,Online,25,1,2,2,3,13,710.550131891667,-50,Urban,100
57,1,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Online,9,1,1,3,1,8,741.9268229325887,-50,Rural,0
20,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,0,1,0,50,Online,6,0,5,2,3,13,632.3833746855836,50,Rural,0
48,0,Single,0,1-5 years,50,0,High,0,Full Coverage,0,2200,0,1,0,50,Online,22,1,3,3,1,11,809.9373054709939,-50,Urban,100
18,0,Single,0,<1 year,100,1,Low,50,Liability-Only,-200,2050,0,0,0,0,Online,3,1,10,6,2,7,788.6299397402184,-50,Rural,0
27,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2136,0,0,0,0,Online,8,1,3,2,1,5,737.5406709271078,-50,Urban,100
21,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2286,0,0,0,0,Online,1,0,5,1,3,14,744.5754242531862,-50,Suburban,50
51,0,Married,86,1-5 years,50,2,Low,100,Full Coverage,0,2386,0,0,0,0,Agent,27,1,5,2,2,4,723.251895227248,-50,Suburban,50
39,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,1900,0,1,1,100,Online,6,1,7,4,2,1,737.7978348300146,-50,Rural,0
39,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1900,0,0,0,0,Online,24,0,4,2,1,11,722.0198550165627,-50,Rural,0
23,0,Married,86,>5 years,0,0,High,0,Liability-Only,-200,2186,0,0,0,0,Online,14,1,7,3,2,6,669.9361931827009,50,Urban,100
35,0,Divorced,0,1-5 years,50,1,Low,50,Full Coverage,0,2200,1,0,0,50,Referral,25,1,6,2,3,3,765.0348638160879,-50,Suburban,50
28,0,Married,86,<1 year,100,0,Medium,0,Liability-Only,-200,2086,1,0,0,50,Agent,13,1,4,4,1,8,762.548407521833,-50,Suburban,50
45,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2200,0,0,0,0,Online,4,1,6,2,3,4,612.441416043709,50,Urban,100
25,0,Married,86,<1 year,100,0,Medium,0,Full Coverage,0,2336,0,0,0,0,Online,11,1,6,2,1,9,728.2666926615016,-50,Suburban,50
59,1,Single,0,<1 year,100,0,Medium,0,Liability-Only,-200,2100,0,0,0,0,Online,4,1,8,2,1,8,672.5275371753263,50,Rural,0
18,0,Widowed,0,1-5 years,50,2,Low,100,Liability-Only,-200,2100,0,0,0,0,Agent,11,1,6,4,2,9,756.7612763993035,-50,Suburban,50
27,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2350,0,1,0,50,Referral,3,1,5,2,1,1,668.1581388908523,50,Urban,100
65,1,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2136,1,1,0,100,Online,17,1,4,4,2,11,700.5958965690827,-50,Suburban,50
33,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2336,1,1,0,100,Online,26,0,1,1,3,11,699.6797004768665,50,Suburban,50
20,0,Divorced,0,1-5 years,50,0,High,0,Liability-Only,-200,2050,0,0,0,0,Online,17,1,5,0,2,3,744.0962290172632,-50,Urban,100
43,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2036,0,1,0,50,Referral,18,1,7,0,1,2,784.0971588085355,-50,Rural,0
32,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2036,0,1,0,50,Online,17,1,3,1,2,3,728.4597767125647,-50,Rural,0
27,0,Single,0,<1 year,100,1,Medium,100,Full Coverage,0,2400,1,0,0,50,Agent,1,1,5,3,1,7,645.3326830136417,50,Suburban,50
23,0,Married,86,1-5 years,50,0,High,0,Liability-Only,-200,2136,0,0,0,0,Online,22,1,5,0,1,5,702.7120167593447,-50,Urban,100
81,1,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,1986,1,1,0,100,Agent,5,1,8,3,3,4,715.2089265817822,-50,Urban,100
36,0,Widowed,0,>5 years,0,1,Medium,100,Liability-Only,-200,2150,1,0,0,50,Online,5,1,6,3,2,8,665.5058316858976,50,Urban,100
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,1,0,50,Online,29,1,6,2,2,13,660.369528642571,50,Suburban,50
62,1,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2436,0,0,1,50,Online,28,1,3,3,2,6,687.5646546739837,50,Urban,100
49,0,Single,0,<1 year,100,2,Low,100,Full Coverage,0,2500,0,0,0,0,Online,11,1,3,3,3,10,596.3544155843425,50,Urban,100
28,0,Divorced,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Online,11,1,4,0,3,2,703.5917445912756,-50,Suburban,50
26,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,0,0,0,Agent,1,1,4,1,3,2,727.0822935458358,-50,Urban,100
50,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,3,1,8,3,3,9,700.1236238787059,-50,Urban,100
36,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Agent,23,1,8,1,3,6,674.7680595562732,50,Rural,0
18,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,0,0,0,0,Agent,13,0,5,2,2,8,719.1354449643069,-50,Suburban,50
66,1,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,1986,0,0,0,0,Online,22,1,2,2,1,5,715.1625818690396,-50,Rural,0
33,0,Married,86,>5 years,0,0,High,0,Full Coverage,0,2236,0,1,0,50,Agent,6,1,6,3,1,12,659.4591847415998,50,Rural,0
62,1,Single,0,1-5 years,50,0,High,0,Full Coverage,0,2350,0,0,0,0,Online,8,1,5,0,3,7,692.3897872322541,50,Urban,100
59,1,Divorced,0,>5 years,0,2,Low,100,Full Coverage,0,2400,0,0,0,0,Online,5,1,7,2,3,2,692.5474496927011,50,Urban,100
24,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,10,1,3,2,2,3,704.8063121640654,-50,Urban,100
55,1,Divorced,0,>5 years,0,0,Medium,0,Full Coverage,0,2200,1,0,0,50,Online,18,0,3,2,1,13,698.6672052406036,50,Suburban,50
30,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Agent,4,1,5,1,1,3,692.6700468178126,50,Rural,0
18,0,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2286,0,1,0,50,Agent,19,1,7,0,2,12,721.425758349623,-50,Urban,100
33,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Online,18,1,5,4,3,9,710.1065003526484,-50,Urban,100
45,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2136,0,0,1,50,Online,30,0,1,0,1,8,658.731270878823,50,Rural,0
33,0,Widowed,0,1-5 years,50,3,Medium,300,Full Coverage,0,2550,0,0,0,0,Online,27,1,4,3,3,2,800.4449984818153,-50,Urban,100
35,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2200,0,0,1,50,Online,30,1,10,5,3,7,713.9575524013533,-50,Suburban,50
57,1,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,0,1,0,50,Referral,24,1,10,2,2,3,709.0784981442666,-50,Urban,100
41,0,Single,0,1-5 years,50,2,Medium,200,Liability-Only,-200,2200,0,1,0,50,Online,30,1,7,0,2,2,650.1608007874157,50,Rural,0
27,0,Single,0,1-5 years,50,0,High,0,Full Coverage,0,2300,0,1,0,50,Online,26,1,9,1,3,14,678.8009612436223,50,Urban,100
50,0,Divorced,0,<1 year,100,2,Low,100,Liability-Only,-200,2150,0,1,0,50,Referral,20,1,8,2,2,1,700.0092991044515,-50,Urban,100
42,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,0,0,0,0,Agent,21,1,6,7,2,10,707.4150644238962,-50,Urban,100
18,0,Widowed,0,>5 years,0,0,High,0,Full Coverage,0,2250,1,0,0,50,Online,25,1,5,1,1,14,680.6709904425876,50,Urban,100
46,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,0,0,0,0,Agent,9,1,2,2,2,6,780.5525932463296,-50,Rural,0
45,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,1,0,50,Online,6,1,4,0,2,5,642.3240716685129,50,Suburban,50
40,0,Widowed,0,1-5 years,50,2,Low,100,Full Coverage,0,2350,0,0,0,0,Referral,25,1,4,2,2,12,792.2910894893655,-50,Urban,100
53,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,1,0,50,Agent,17,1,0,0,2,4,700.8316443649346,-50,Urban,100
29,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2150,0,0,1,50,Referral,5,1,3,2,1,5,711.9377066591072,-50,Suburban,50
45,0,Widowed,0,<1 year,100,0,Low,0,Liability-Only,-200,1950,1,0,0,50,Agent,7,0,4,2,3,9,711.6428901965214,-50,Rural,0
18,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,0,0,0,0,Online,7,1,4,2,1,4,798.4126371776814,-50,Rural,0
46,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2336,0,0,0,0,Agent,18,1,6,2,2,4,689.003537604936,50,Suburban,50
69,1,Married,86,>5 years,0,3,Low,150,Liability-Only,-200,2186,1,0,0,50,Online,28,1,10,1,1,1,752.0887212895223,-50,Urban,100
25,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2000,0,0,0,0,Online,16,1,7,2,2,8,740.6695606821621,-50,Rural,0
28,0,Divorced,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Online,28,1,5,2,1,7,701.564066028352,-50,Suburban,50
29,0,Widowed,0,1-5 years,50,2,Medium,200,Full Coverage,0,2300,0,1,0,50,Online,9,0,4,3,2,11,717.3850328766925,-50,Rural,0
41,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2286,0,0,0,0,Agent,17,1,6,3,1,3,764.477274253631,-50,Urban,100
24,0,Single,0,>5 years,0,0,Medium,0,Liability-Only,-200,1950,1,1,0,100,Online,25,1,6,4,3,5,692.9437892912039,50,Suburban,50
46,0,Widowed,0,>5 years,0,0,Medium,0,Full Coverage,0,2000,0,1,1,100,Agent,17,1,3,2,3,10,754.2609539635412,-50,Rural,0
52,0,Single,0,1-5 years,50,0,High,0,Liability-Only,-200,2050,0,0,0,0,Agent,15,1,11,0,2,3,696.7841976764144,50,Rural,0
48,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,1836,1,1,1,150,Agent,3,1,2,4,1,14,749.066034285495,-50,Rural,0
18,0,Single,0,<1 year,100,3,High,600,Liability-Only,-200,2700,0,0,0,0,Online,30,1,5,1,3,7,730.3972284164836,-50,Urban,100
54,0,Widowed,0,<1 year,100,0,Low,0,Full Coverage,0,2350,0,1,0,50,Agent,15,1,7,1,3,4,607.6876031162137,50,Urban,100
54,0,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,2100,1,0,0,50,Agent,10,0,3,0,3,10,654.9340580286313,50,Urban,100
52,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2200,0,0,0,0,Online,1,1,9,0,1,14,715.7622014166212,-50,Rural,0
45,0,Divorced,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,1,0,50,Agent,6,0,2,0,2,11,663.31929431958,50,Rural,0
43,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,6,1,7,1,3,9,718.2685076770623,-50,Urban,100
55,1,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2136,0,0,1,50,Agent,2,1,4,3,1,2,737.7425054812277,-50,Urban,100
68,1,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,1,0,0,50,Online,16,1,4,2,1,4,755.603263300271,-50,Suburban,50
25,0,Married,86,>5 years,0,1,Medium,100,Liability-Only,-200,2186,0,0,0,0,Agent,28,1,4,4,3,7,692.6557647039651,50,Rural,0
56,1,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Online,26,0,1,1,3,8,604.9849648793913,50,Urban,100
38,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2436,0,0,0,0,Agent,3,1,3,2,1,12,628.7995586541567,50,Urban,100
38,0,Single,0,>5 years,0,1,Low,50,Liability-Only,-200,1900,1,0,0,50,Online,7,1,7,2,3,7,706.5732472882573,-50,Rural,0
18,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,1,0,50,Online,24,1,1,2,3,3,789.3888607114419,-50,Urban,100
35,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,1936,1,0,0,50,Online,7,1,8,4,1,12,708.1905428687842,-50,Rural,0
25,0,Widowed,0,1-5 years,50,0,Medium,0,Full Coverage,0,2150,0,0,0,0,Referral,24,1,3,3,2,2,748.7391460887666,-50,Rural,0
33,0,Widowed,0,>5 years,0,0,High,0,Full Coverage,0,2200,0,0,0,0,Online,4,1,3,0,3,11,676.1634929560009,50,Rural,0
23,0,Married,86,>5 years,0,3,Low,150,Liability-Only,-200,2236,1,0,0,50,Online,14,1,4,0,3,10,689.7908622860449,50,Suburban,50
33,0,Married,86,1-5 years,50,0,High,0,Liability-Only,-200,2086,0,0,0,0,Online,25,1,3,2,1,12,752.4197624614815,-50,Suburban,50
33,0,Single,0,1-5 years,50,1,Medium,100,Liability-Only,-200,2000,1,1,0,100,Online,17,1,2,2,3,5,758.4243127534791,-50,Suburban,50
41,0,Single,0,1-5 years,50,2,Low,100,Liability-Only,-200,2050,0,0,0,0,Online,6,1,4,1,2,3,725.7783164054089,-50,Rural,0
18,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Referral,4,1,10,3,3,10,747.4098653111643,-50,Suburban,50
18,0,Married,86,1-5 years,50,1,Medium,100,Liability-Only,-200,2186,1,0,0,50,Online,17,1,8,1,1,2,681.239358635152,50,Rural,0
45,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Referral,9,1,11,1,2,10,764.1569778957881,-50,Urban,100
28,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,17,1,7,2,2,2,750.3016142569822,-50,Urban,100
56,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,4,0,1,1,3,14,734.4637080685362,-50,Urban,100
43,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2350,0,0,0,0,Agent,23,0,3,0,1,9,675.9853149044212,50,Urban,100
49,0,Single,0,>5 years,0,2,Low,100,Full Coverage,0,2200,0,0,0,0,Online,19,1,2,2,3,10,741.10225210265,-50,Rural,0
61,1,Single,0,<1 year,100,1,Low,50,Full Coverage,0,2450,0,0,0,0,Online,19,0,3,1,3,8,697.0968741808707,50,Urban,100
35,0,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2336,0,0,0,0,Online,26,0,4,2,2,11,804.0608154218855,-50,Rural,0
31,0,Single,0,<1 year,100,0,Medium,0,Liability-Only,-200,2050,1,0,0,50,Online,30,1,5,3,1,6,725.2211280514127,-50,Urban,100
53,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2286,1,1,0,100,Online,11,1,6,2,1,14,672.2052440887103,50,Rural,0
47,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,1,1,1,150,Online,11,1,1,3,2,4,679.9032712942293,50,Urban,100
37,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2150,0,1,0,50,Online,25,1,6,0,2,6,801.9129499915779,-50,Suburban,50
60,1,Single,0,>5 years,0,1,Medium,100,Full Coverage,0,2300,0,0,0,0,Referral,26,1,7,3,2,10,788.3428129292084,-50,Urban,100
36,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,1,1,0,100,Agent,27,1,6,4,3,9,675.4289406474095,50,Urban,100
40,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,0,0,0,0,Online,2,1,6,3,1,13,708.8060099274339,-50,Rural,0
40,0,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2100,1,0,0,50,Agent,24,1,4,1,3,2,746.6878133827155,-50,Suburban,50
25,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,0,0,0,Online,30,1,6,0,3,14,770.5770205862942,-50,Suburban,50
41,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2250,0,1,0,50,Online,16,1,5,6,1,12,691.1730420870507,50,Urban,100
60,1,Widowed,0,<1 year,100,0,Medium,0,Full Coverage,0,2200,0,1,1,100,Referral,28,1,5,1,3,3,737.1632333072666,-50,Urban,100
46,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,1,50,Agent,6,1,6,2,2,13,714.7729857657611,-50,Urban,100
40,0,Single,0,<1 year,100,3,Low,150,Liability-Only,-200,2250,0,0,0,0,Online,8,1,7,1,3,5,756.3720312485309,-50,Urban,100
37,0,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2336,0,0,0,0,Online,15,1,5,0,2,1,762.7565258290379,-50,Urban,100
44,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2386,0,0,0,0,Agent,8,1,4,2,3,8,669.8681171944077,50,Urban,100
51,0,Single,0,1-5 years,50,2,Low,100,Full Coverage,0,2300,0,0,1,50,Online,11,0,2,3,3,9,703.3301020040963,-50,Urban,100
49,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,0,0,0,Online,1,1,1,1,2,2,714.413891313459,-50,Suburban,50
35,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,1,1,100,Online,5,0,5,1,3,11,600.8145030933233,50,Urban,100
44,0,Widowed,0,>5 years,0,0,Medium,0,Full Coverage,0,2150,1,0,0,50,Referral,8,0,3,2,1,10,652.9126922400189,50,Rural,0
47,0,Married,86,<1 year,100,0,Medium,0,Full Coverage,0,2486,0,0,0,0,Agent,17,1,4,1,1,13,683.2493138943894,50,Urban,100
24,0,Single,0,<1 year,100,1,Low,50,Liability-Only,-200,2100,1,0,0,50,Agent,21,1,8,0,1,6,731.2565101264343,-50,Urban,100
42,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,1986,0,1,0,50,Online,29,1,8,3,3,1,715.7637488498007,-50,Rural,0
18,0,Married,86,<1 year,100,0,Medium,0,Liability-Only,-200,2236,0,0,0,0,Online,22,0,3,3,2,9,679.5027574042305,50,Suburban,50
47,0,Divorced,0,>5 years,0,1,Low,50,Liability-Only,-200,2000,0,0,1,50,Online,20,1,2,3,1,2,755.7672796680473,-50,Urban,100
49,0,Married,86,<1 year,100,1,Low,50,Liability-Only,-200,2286,1,0,0,50,Agent,23,1,3,1,2,1,665.0765666589739,50,Urban,100
51,0,Married,86,>5 years,0,0,Medium,0,Liability-Only,-200,2036,1,0,0,50,Online,11,1,5,2,1,6,766.1446615461863,-50,Urban,100
34,0,Single,0,<1 year,100,0,Medium,0,Full Coverage,0,2300,0,0,0,0,Online,29,1,3,5,1,9,709.5716716948696,-50,Urban,100
44,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Online,5,0,5,3,1,14,795.2666746347024,-50,Urban,100
61,1,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,1,0,50,Online,29,1,8,1,3,8,680.2710046710114,50,Suburban,50
61,1,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2100,0,1,1,100,Online,18,1,6,1,1,11,701.8296875773219,-50,Urban,100
39,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2186,1,0,0,50,Online,3,1,7,0,1,3,696.7868544763858,50,Suburban,50
42,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,0,1,50,Online,5,1,8,1,2,9,681.5812354694248,50,Rural,0
56,1,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,1,0,0,50,Online,27,1,7,2,2,10,715.0879363121893,-50,Urban,100
18,0,Widowed,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,1,1,100,Online,30,1,5,2,2,3,692.9205315966863,50,Suburban,50
35,0,Widowed,0,>5 years,0,1,Low,50,Full Coverage,0,2250,0,0,0,0,Online,18,1,6,4,2,5,761.3173841293294,-50,Urban,100
60,1,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,1950,1,0,0,50,Online,9,1,4,2,2,8,766.2512612964288,-50,Rural,0
54,0,Single,0,1-5 years,50,0,High,0,Full Coverage,0,2150,0,0,0,0,Online,25,1,6,4,1,5,764.7832756341659,-50,Rural,0
45,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,0,0,0,0,Referral,5,1,6,0,3,3,742.4738393955963,-50,Suburban,50
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,1,0,50,Online,18,1,9,4,1,6,587.6309969110288,50,Rural,0
39,0,Single,0,<1 year,100,1,Low,50,Liability-Only,-200,2050,0,0,0,0,Online,1,0,4,3,1,12,788.6659562726076,-50,Rural,0
31,0,Single,0,<1 year,100,1,Low,50,Full Coverage,0,2300,1,0,0,50,Online,20,1,3,3,2,10,780.9861498827629,-50,Urban,100
44,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2000,1,1,0,100,Agent,20,1,5,5,3,1,686.5051910958599,50,Urban,100
27,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,0,1,0,50,Agent,30,1,2,2,3,3,725.3006276194327,-50,Suburban,50
24,0,Married,86,1-5 years,50,2,Low,100,Full Coverage,0,2436,0,0,0,0,Referral,20,1,4,2,2,4,722.382239975312,-50,Urban,100
18,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Online,14,1,7,2,1,2,713.2728917092227,-50,Urban,100
58,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2436,0,0,0,0,Agent,6,0,2,1,1,9,687.9000577686459,50,Urban,100
34,0,Married,86,>5 years,0,0,Medium,0,Liability-Only,-200,2186,0,0,0,0,Online,16,0,5,2,2,10,698.8776075805165,50,Urban,100
42,0,Married,86,>5 years,0,0,High,0,Full Coverage,0,2236,0,1,0,50,Online,30,1,9,2,2,2,808.0918564816775,-50,Urban,100
39,0,Divorced,0,>5 years,0,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Agent,21,0,4,1,3,13,637.6256891260502,50,Rural,0
23,0,Married,86,1-5 years,50,1,Medium,100,Liability-Only,-200,2136,0,0,1,50,Online,7,1,5,1,3,1,748.6229111692576,-50,Suburban,50
21,0,Divorced,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2100,0,0,0,0,Online,15,1,6,2,3,7,621.1758990930726,50,Suburban,50
24,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,1,1,0,100,Referral,5,1,4,2,3,3,663.0907721287782,50,Suburban,50
29,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2186,0,1,0,50,Referral,9,1,8,0,3,2,600.0497012328938,50,Urban,100
45,0,Widowed,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Online,16,1,4,0,1,7,799.3116553892363,-50,Urban,100
28,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,6,1,7,2,3,1,729.7845258146621,-50,Urban,100
66,1,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2286,0,1,0,50,Online,16,1,9,5,3,13,674.5521113554889,50,Rural,0
55,1,Married,86,<1 year,100,2,Low,100,Full Coverage,0,2386,0,0,0,0,Agent,21,1,7,1,2,2,785.5942398504868,-50,Rural,0
52,0,Widowed,0,1-5 years,50,1,Low,50,Liability-Only,-200,2050,0,0,0,0,Agent,30,0,5,2,2,9,711.630778293607,-50,Suburban,50
38,0,Married,86,>5 years,0,2,Low,100,Full Coverage,0,2386,0,0,0,0,Agent,1,1,6,3,2,12,740.3399198403755,-50,Urban,100
62,1,Single,0,<1 year,100,1,Low,50,Liability-Only,-200,2250,0,0,0,0,Referral,6,1,5,3,1,4,667.246034020056,50,Urban,100
36,0,Married,86,<1 year,100,2,Low,100,Full Coverage,0,2486,0,0,0,0,Agent,5,0,3,0,2,9,789.3771559914867,-50,Urban,100
39,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,0,0,0,0,Agent,30,1,7,1,1,13,713.59324717139,-50,Rural,0
42,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,1,0,50,Agent,10,1,2,5,2,9,612.1240091658854,50,Urban,100
50,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2050,0,0,1,50,Agent,16,0,3,0,1,8,768.5572439714365,-50,Urban,100
49,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2200,0,0,0,0,Online,3,1,10,3,1,2,695.9242004302857,50,Urban,100
32,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2286,0,1,0,50,Online,28,1,4,3,1,11,718.5671751303445,-50,Urban,100
32,0,Single,0,>5 years,0,0,Medium,0,Liability-Only,-200,2000,0,0,0,0,Online,4,0,3,3,2,9,658.7236954921541,50,Rural,0
49,0,Divorced,0,<1 year,100,2,Low,100,Full Coverage,0,2350,0,1,0,50,Online,10,0,3,2,1,10,624.6894715268816,50,Rural,0
50,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,1,0,50,Online,21,1,1,0,2,4,786.0487182141889,-50,Urban,100
34,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,1,0,0,50,Referral,9,1,4,1,3,1,689.4861416988665,50,Urban,100
18,0,Married,86,<1 year,100,1,Low,50,Liability-Only,-200,2186,0,1,0,50,Referral,27,1,6,3,3,9,661.190930051653,50,Rural,0
36,0,Divorced,0,1-5 years,50,3,Medium,300,Full Coverage,0,2550,0,0,0,0,Online,9,1,4,2,3,6,730.3111181876594,-50,Urban,100
49,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,0,1,50,Agent,22,1,4,2,3,4,599.999173783649,50,Urban,100
67,1,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2436,0,0,0,0,Referral,11,0,5,1,1,10,628.120901870467,50,Urban,100
22,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Online,6,1,5,0,2,7,723.984750402616,-50,Urban,100
33,0,Married,86,1-5 years,50,0,High,0,Liability-Only,-200,2186,1,0,0,50,Agent,16,1,7,2,2,8,637.3395279885993,50,Urban,100
34,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,0,0,0,Online,25,1,4,4,1,11,656.0992359867918,50,Suburban,50
60,1,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2436,0,0,0,0,Online,27,0,5,0,2,12,623.4242738677087,50,Urban,100
